idx,name,team,mound,inning,result,strikeout,dead4ball,losescore,earnedrun,pitchnum,hitted,homerun,battednum,batternum,year
20150307006,임기준,KIA,1,50,L,2,1,2,2,69,5,0,18,20,2015
20150307006,임준혁,KIA,0,20,L,1,0,0,0,18,0,0,6,6,2015
20150307006,고영창,KIA,0,01,L,0,1,0,0,13,0,0,1,2,2015
20150307006,김명찬,KIA,0,02,L,0,0,0,0,4,0,0,1,1,2015
20150307010,어윈,KT,1,40,L,7,3,0,0,70,3,0,15,18,2015
20150307010,심재민,KT,0,20,L,1,3,5,4,48,5,0,9,13,2015
20150307010,이준형,KT,0,10,L,1,0,0,0,14,0,0,3,3,2015
20150307010,김기표,KT,0,10,L,1,0,0,0,9,1,0,4,4,2015
20150307007,김광현,SK,1,30,L,2,2,0,0,41,1,0,10,12,2015
20150307007,엄정욱,SK,0,10,H,0,0,0,0,17,1,0,4,4,2015
20150307007,채병용,SK,0,10,H,1,1,0,0,16,1,0,3,4,2015
20150307007,진해수,SK,0,10,L,2,1,1,1,19,2,0,4,5,2015
20150307007,전유수,SK,0,10,L,1,0,0,0,6,0,0,3,3,2015
20150307007,정우람,SK,0,11,W,4,0,0,0,21,0,0,4,4,2015
20150307007,문광은,SK,0,02,L,1,0,0,0,19,2,0,4,4,2015
20150307005,소사,LG,1,40,L,7,4,6,5,79,4,0,17,21,2015
20150307005,김선규,LG,0,10,L,1,1,0,0,16,0,0,3,4,2015
20150307005,신재웅,LG,0,01,L,1,1,3,3,13,2,0,3,4,2015
20150307005,유원상,LG,0,02,L,0,0,0,0,9,1,0,2,3,2015
20150307005,전인환,LG,0,10,L,0,0,0,0,4,1,0,3,3,2015
20150307005,이동현,LG,0,10,L,1,0,0,0,16,1,0,4,4,2015
20150307001,니퍼트,두산,1,30,L,1,0,2,2,54,5,0,13,14,2015
20150307001,유희관,두산,0,20,W,1,2,1,1,41,1,0,6,9,2015
20150307001,변시원,두산,0,10,H,1,0,0,0,9,0,0,3,3,2015
20150307001,장민익,두산,0,10,L,0,0,0,0,17,2,0,5,5,2015
20150307001,김강률,두산,0,10,L,1,0,1,1,23,3,0,6,6,2015
20150307001,함덕주,두산,0,10,L,2,0,0,0,18,1,0,4,4,2015
20150308006,스틴슨,KIA,1,40,W,4,1,0,0,51,0,0,12,13,2015
20150308006,최영필,KIA,0,10,H,1,0,0,0,10,0,0,3,3,2015
20150308006,홍건희,KIA,0,10,H,1,0,0,0,14,0,0,3,3,2015
