idx,team,result,i_1,i_2,i_3,i_4,i_5,i_6,i_7,i_8,i_9,i_10,i_11,i_12,i_13,i_14,i_15,i_16,i_17,i_18,r,h,e,b,year,month,day,week,home,away,dbheader,place,audience,starttime,endtime,gametime
20090404004,한화,1,0,2,3,0,0,0,0,3,0,-,-,-,-,-,-,-,-,-,8,10,0,6,2009,4,4,5,SK,한화,0,문학,27800,13:47,17:02,3:15
20090404007,SK,-1,0,1,1,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,4,1,6,2009,4,4,5,SK,한화,0,문학,27800,13:47,17:02,3:15
20090404005,LG,-1,0,0,0,0,1,0,0,0,1,-,-,-,-,-,-,-,-,-,2,6,2,3,2009,4,4,5,삼성,LG,0,시민,10000,14:01,17:23,3:22
20090404003,삼성,1,1,1,0,0,0,1,0,3,-,-,-,-,-,-,-,-,-,-,6,14,0,4,2009,4,4,5,삼성,LG,0,시민,10000,14:01,17:23,3:22
20090404006,KIA,-1,1,0,0,0,0,1,0,3,0,-,-,-,-,-,-,-,-,-,5,7,2,4,2009,4,4,5,두산,KIA,0,잠실,30500,14:06,17:21,3:15
20090404001,두산,1,1,0,0,0,5,0,0,1,-,-,-,-,-,-,-,-,-,-,7,11,2,3,2009,4,4,5,두산,KIA,0,잠실,30500,14:06,17:21,3:15
20090405005,LG,-1,2,0,0,1,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,8,0,2,2009,4,5,6,삼성,LG,0,시민,8893,14:01,17:10,3:09
20090405003,삼성,1,0,0,1,0,4,0,0,0,-,-,-,-,-,-,-,-,-,-,5,8,1,3,2009,4,5,6,삼성,LG,0,시민,8893,14:01,17:10,3:09
20090405006,KIA,-1,0,0,0,1,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,5,0,3,2009,4,5,6,두산,KIA,0,잠실,28682,14:03,17:06,3:03
20090405001,두산,1,0,2,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,3,7,0,2,2009,4,5,6,두산,KIA,0,잠실,28682,14:03,17:06,3:03
20090405004,한화,-1,0,0,0,1,0,1,0,0,0,-,-,-,-,-,-,-,-,-,2,8,4,2,2009,4,5,6,SK,한화,0,문학,25148,14:01,17:31,3:30
20090405007,SK,1,0,0,0,3,0,0,1,1,-,-,-,-,-,-,-,-,-,-,5,8,0,3,2009,4,5,6,SK,한화,0,문학,25148,14:01,17:31,3:30
20090405008,우리,1,0,0,3,1,1,0,0,5,0,-,-,-,-,-,-,-,-,-,10,11,1,8,2009,4,5,6,롯데,우리,0,사직,22741,14:04,16:52,2:48
20090405002,롯데,-1,0,0,0,0,0,1,0,0,0,-,-,-,-,-,-,-,-,-,1,5,1,1,2009,4,5,6,롯데,우리,0,사직,22741,14:04,16:52,2:48
20090407007,SK,1,1,0,0,3,0,0,0,0,0,-,-,-,-,-,-,-,-,-,4,9,3,4,2009,4,7,1,KIA,SK,0,무등,13400,18:32,21:45,3:13
20090407006,KIA,-1,2,0,1,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,5,0,4,2009,4,7,1,KIA,SK,0,무등,13400,18:32,21:45,3:13
20090407003,삼성,-1,1,0,0,2,2,3,0,0,0,-,-,-,-,-,-,-,-,-,8,15,0,5,2009,4,7,1,우리,삼성,0,목동,2482,18:32,22:41,4:09
20090407008,우리,1,2,2,0,0,2,3,0,1,-,-,-,-,-,-,-,-,-,-,10,15,0,5,2009,4,7,1,우리,삼성,0,목동,2482,18:32,22:41,4:09
20090407002,롯데,-1,0,0,0,0,0,0,0,1,0,-,-,-,-,-,-,-,-,-,1,9,3,2,2009,4,7,1,LG,롯데,0,잠실,17154,18:32,21:41,3:09
20090407005,LG,1,0,0,1,0,0,1,0,1,-,-,-,-,-,-,-,-,-,-,3,6,0,4,2009,4,7,1,LG,롯데,0,잠실,17154,18:32,21:41,3:09
20090407001,두산,0,0,0,0,1,0,5,0,0,1,0,0,0,-,-,-,-,-,-,7,16,2,3,2009,4,7,1,한화,두산,0,대전,10500,18:36,22:58,4:22
20090407004,한화,0,0,3,2,0,0,0,0,0,2,0,0,0,-,-,-,-,-,-,7,12,1,4,2009,4,7,1,한화,두산,0,대전,10500,18:36,22:58,4:22
20090408007,SK,-1,0,0,0,0,0,0,0,3,1,-,-,-,-,-,-,-,-,-,4,8,1,4,2009,4,8,2,KIA,SK,0,무등,4679,18:30,22:00,3:30
20090408006,KIA,1,3,1,1,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,6,12,0,4,2009,4,8,2,KIA,SK,0,무등,4679,18:30,22:00,3:30
20090408003,삼성,-1,0,0,0,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,1,8,0,4,2009,4,8,2,우리,삼성,0,목동,1705,18:31,21:18,2:47
20090408008,우리,1,2,0,2,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,5,8,0,6,2009,4,8,2,우리,삼성,0,목동,1705,18:31,21:18,2:47
20090408002,롯데,1,0,0,0,0,0,3,0,0,0,-,-,-,-,-,-,-,-,-,3,9,0,3,2009,4,8,2,LG,롯데,0,잠실,12782,18:32,21:19,2:47
20090408005,LG,-1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,5,1,1,2009,4,8,2,LG,롯데,0,잠실,12782,18:32,21:19,2:47
20090408001,두산,-1,0,0,0,0,0,2,0,0,0,-,-,-,-,-,-,-,-,-,2,7,0,7,2009,4,8,2,한화,두산,0,대전,5092,18:30,22:06,3:36
20090408004,한화,1,0,0,0,0,0,0,3,0,-,-,-,-,-,-,-,-,-,-,3,6,2,5,2009,4,8,2,한화,두산,0,대전,5092,18:30,22:06,3:36
20090409007,SK,0,0,0,0,0,1,0,0,0,0,0,0,1,-,-,-,-,-,-,2,9,1,7,2009,4,9,3,KIA,SK,0,무등,4925,18:30,22:52,4:22
20090409006,KIA,0,0,0,0,0,0,0,0,1,0,0,0,1,-,-,-,-,-,-,2,12,0,5,2009,4,9,3,KIA,SK,0,무등,4925,18:30,22:52,4:22
20090409003,삼성,-1,2,1,0,0,0,1,1,0,0,-,-,-,-,-,-,-,-,-,5,12,2,6,2009,4,9,3,우리,삼성,0,목동,2082,18:30,21:47,3:17
