idx,name,team,mound,inning,result,strikeout,dead4ball,losescore,earnedrun,pitchnum,hitted,homerun,battednum,batternum,year
20140308002,옥스프링,롯데,1,32,L,2,0,0,0,63,6,0,15,15,2014
20140308002,심수창,롯데,0,21,W,2,0,1,1,35,4,0,10,11,2014
20140308002,강영식,롯데,0,10,L,0,0,0,0,14,0,0,3,3,2014
20140308002,김승회,롯데,0,10,L,0,2,0,0,20,0,0,3,5,2014
20140308002,김성배,롯데,0,10,L,2,2,0,0,25,0,0,3,5,2014
20140308001,유희관,두산,1,40,L,3,1,3,3,70,5,2,15,17,2014
20140308001,김명성,두산,0,01,L,1,0,0,0,9,1,0,2,2,2014
20140308001,변시원,두산,0,12,L,2,3,6,6,44,4,0,8,11,2014
20140308001,윤명준,두산,0,10,L,2,2,1,1,36,2,0,5,7,2014
20140308001,이용찬,두산,0,10,L,1,0,0,0,17,0,0,3,3,2014
20140308006,김진우,KIA,1,32,L,0,0,0,0,39,1,0,12,12,2014
20140308006,박경태,KIA,0,21,L,2,2,0,0,41,2,0,9,11,2014
20140308006,한승혁,KIA,0,10,L,0,1,1,1,29,3,0,6,7,2014
20140308006,박준표,KIA,0,10,L,1,2,1,1,23,2,0,5,7,2014
20140308007,레이예스,SK,1,40,W,5,4,0,0,68,1,0,12,16,2014
20140308007,이재영,SK,0,10,H,2,0,0,0,22,2,0,5,5,2014
20140308007,박민호,SK,0,10,H,1,0,0,0,18,0,0,3,3,2014
20140308007,신윤호,SK,0,02,L,0,0,1,1,19,2,0,4,4,2014
20140308007,박정배,SK,0,11,H,0,0,0,0,13,3,0,6,6,2014
20140308007,박희수,SK,0,10,L,3,1,0,0,22,1,0,4,5,2014
20140309002,송승준,롯데,1,40,W,3,2,4,2,64,4,1,16,19,2014
20140309002,장원준,롯데,0,40,H,5,0,0,0,53,0,0,12,12,2014
20140309002,정대현,롯데,0,10,L,1,0,2,2,22,4,0,7,7,2014
20140309001,이재우,두산,1,20,L,1,4,1,1,45,1,0,6,10,2014
20140309001,김수완,두산,0,30,L,1,3,3,3,43,4,0,11,14,2014
20140309001,오현택,두산,0,01,L,0,0,0,0,14,2,0,3,3,2014
20140309001,이현승,두산,0,02,L,0,0,0,0,4,0,0,2,2,2014
20140309001,홍상삼,두산,0,10,L,1,1,0,0,26,0,0,3,4,2014
20140309001,정재훈,두산,0,20,L,3,0,0,0,34,2,0,8,8,2014
20140309006,송은범,KIA,1,40,W,1,4,1,1,71,3,0,14,19,2014
20140309006,임준섭,KIA,0,20,H,0,2,2,2,41,3,0,8,10,2014
20140309006,박성호,KIA,0,10,H,1,0,0,0,14,0,0,3,3,2014
20140309006,어센시오,KIA,0,10,L,0,0,0,0,16,0,0,3,3,2014
20140309006,심동섭,KIA,0,10,L,1,0,0,0,8,0,0,3,3,2014
20140309007,윤희상,SK,1,40,L,2,0,2,2,45,5,1,16,16,2014
20140309007,전유수,SK,0,10,L,2,1,0,0,16,0,0,2,3,2014
20140309007,여건욱,SK,0,00,L,0,0,0,0,0,0,0,0,0,2014
20140309007,제춘모,SK,0,10,L,0,1,1,1,18,1,1,3,4,2014
20140309007,이창욱,SK,0,10,L,0,1,0,0,12,0,0,4,5,2014
20140309007,백청훈,SK,0,10,L,0,1,0,0,12,0,0,3,4,2014
20140311006,홀튼,KIA,1,30,L,1,1,0,0,32,1,0,8,9,2014
20140311006,서재응,KIA,0,30,L,0,1,7,4,54,8,1,18,19,2014
20140311006,한승혁,KIA,0,10,L,1,0,0,0,14,1,0,4,4,2014
20140311006,박준표,KIA,0,10,L,2,0,1,1,18,1,0,3,4,2014
20140311005,리오단,LG,1,40,L,3,1,1,1,49,2,0,14,15,2014
20140311005,임지섭,LG,0,10,W,0,1,0,0,18,1,0,4,5,2014
20140311005,임정우,LG,0,10,H,0,2,0,0,26,1,0,4,6,2014
20140311005,이상열,LG,0,10,H,1,1,1,1,22,2,0,5,6,2014
20140311005,신정락,LG,0,10,H,0,0,0,0,10,0,0,3,3,2014
20140311005,봉중근,LG,0,10,L,0,0,0,0,9,1,0,4,4,2014
20140311001,볼스테드,두산,1,40,L,3,3,0,0,56,1,0,11,14,2014
20140311001,유창준,두산,0,02,L,0,0,1,1,16,2,0,4,4,2014
20140311001,허준혁,두산,0,11,L,0,0,0,0,20,2,0,6,6,2014
20140311001,이용찬,두산,0,10,L,1,0,0,0,8,0,0,3,3,2014
20140311001,윤명준,두산,0,20,L,1,1,0,0,34,1,0,7,8,2014
20140311007,김광현,SK,1,32,W,4,3,2,1,70,3,1,14,17,2014
20140311007,채병용,SK,0,21,H,1,1,0,0,32,1,0,8,9,2014
20140311007,이재영,SK,0,10,L,0,0,0,0,7,0,0,3,3,2014
20140311007,진해수,SK,0,10,L,1,1,0,0,18,1,0,4,5,2014
20140311007,박민호,SK,0,10,L,2,1,0,0,18,0,0,3,4,2014
20140312006,양현종,KIA,1,40,W,3,1,0,0,52,0,0,11,12,2014
20140312006,박경태,KIA,0,20,L,3,1,1,1,43,2,1,8,9,2014
20140312006,김지훈,KIA,0,10,L,1,0,0,0,17,1,0,4,4,2014
20140312006,심동섭,KIA,0,10,L,3,3,0,0,31,0,0,3,6,2014
20140312006,어센시오,KIA,0,10,L,2,0,0,0,11,0,0,3,3,2014
20140313007,레이예스,SK,1,50,L,2,2,5,1,74,5,2,21,24,2014
20140313007,박정배,SK,0,10,L,0,2,1,0,25,0,0,1,4,2014
20140313007,백청훈,SK,0,10,L,0,0,0,0,14,1,0,4,4,2014
20140313007,박희수,SK,0,10,L,1,0,0,0,10,1,0,4,4,2014
20140313009,해커,NC,1,30,L,1,1,0,0,38,0,0,9,10,2014
20140313009,이태양,NC,0,30,L,2,1,2,2,50,5,0,14,15,2014
20140313009,이민호,NC,0,01,L,0,1,0,0,17,1,0,2,3,2014
20140314007,윤희상,SK,1,40,L,3,2,6,6,75,6,2,17,20,2014
20140314007,이창욱,SK,0,10,L,1,0,1,1,14,2,0,5,5,2014
20140314007,전유수,SK,0,20,L,1,0,0,0,22,0,0,6,6,2014
20140314007,임경완,SK,0,10,L,1,0,0,0,14,1,0,3,3,2014
20140314005,류제국,LG,1,31,L,0,3,4,3,55,3,0,13,17,2014
20140314005,신승현,LG,0,02,L,0,0,0,0,12,0,0,2,2,2014
20140314005,류택현,LG,0,10,L,2,0,0,0,18,1,0,4,4,2014
20140314005,유원상,LG,0,10,L,0,0,0,0,12,0,0,3,3,2014
20140314005,정현욱,LG,0,10,L,0,0,1,1,12,2,0,5,5,2014
20140314005,이동현,LG,0,10,L,0,0,0,0,5,0,0,3,3,2014
20140314009,찰리,NC,1,42,L,4,1,0,0,76,3,0,17,18,2014
20140314009,이혜천,NC,0,01,H,0,0,0,0,2,0,0,0,0,2014
20140314009,박명환,NC,0,10,L,0,0,1,1,13,2,0,5,5,2014
20140314009,손민한,NC,0,10,L,1,0,1,1,14,1,1,4,4,2014
20140314009,임창민,NC,0,10,L,2,2,0,0,26,0,0,3,5,2014
20140314009,김진성,NC,0,10,L,2,0,0,0,13,0,0,3,3,2014
20140315008,강윤구,넥센,1,50,L,6,1,0,0,74,6,0,20,21,2014
20140315008,배힘찬,넥센,0,12,L,0,5,3,3,43,2,0,6,12,2014
20140315008,이상민,넥센,0,01,L,0,0,0,0,8,0,0,1,1,2014
20140315008,마정길,넥센,0,10,L,1,0,0,0,8,0,0,3,3,2014
20140315002,장원준,롯데,1,50,L,2,1,4,4,71,4,0,20,21,2014
20140315002,이정민,롯데,0,10,L,1,2,1,1,23,1,0,3,5,2014
20140315002,이인복,롯데,0,10,L,1,0,1,1,12,1,0,3,4,2014
20140315002,이명우,롯데,0,10,L,0,0,0,0,18,0,0,3,3,2014
20140315001,유희관,두산,1,50,L,3,2,0,0,64,1,0,14,16,2014
20140315001,이용찬,두산,0,10,L,0,2,2,2,23,2,0,3,5,2014
20140315001,오현택,두산,0,10,H,1,0,0,0,12,0,0,3,3,2014
20140315001,이현승,두산,0,10,W,2,1,2,2,23,1,1,5,6,2014
20140315001,정재훈,두산,0,10,L,0,0,0,0,9,0,0,3,3,2014
20140315005,우규민,LG,1,40,L,3,1,0,0,41,1,0,11,12,2014
20140315005,신재웅,LG,0,10,W,0,0,1,1,12,1,1,4,4,2014
20140315005,김선규,LG,0,10,H,0,1,1,1,19,2,0,3,4,2014
20140315005,이상열,LG,0,10,H,0,1,0,0,17,0,0,3,4,2014
20140315005,정찬헌,LG,0,10,H,1,0,0,0,13,0,0,3,3,2014
20140315005,봉중근,LG,0,10,L,2,0,1,1,26,2,0,4,4,2014
20140316008,김대우,넥센,1,40,L,3,1,2,2,65,5,0,18,19,2014
20140316008,박성훈,넥센,0,10,L,1,0,0,0,8,0,0,3,3,2014
20140316008,이정훈,넥센,0,10,L,0,0,0,0,14,0,0,3,3,2014
20140316008,김세현,넥센,0,10,L,2,0,3,3,28,4,0,7,7,2014
20140316008,한현희,넥센,0,10,L,1,1,2,2,26,2,0,4,6,2014
20140316002,배장호,롯데,1,40,L,3,1,3,3,66,6,1,16,17,2014
20140316002,강영식,롯데,0,10,W,0,0,0,0,17,2,0,5,5,2014
20140316002,김승회,롯데,0,10,H,1,0,0,0,15,0,0,3,3,2014
20140316002,정대현,롯데,0,10,H,1,1,0,0,18,0,0,3,4,2014
20140316002,최대성,롯데,0,10,H,1,0,0,0,8,0,0,3,3,2014
20140316002,김성배,롯데,0,10,L,1,1,0,0,18,0,0,3,4,2014
20140316001,볼스테드,두산,1,50,L,2,1,2,2,64,3,0,16,17,2014
20140316001,정대현,두산,0,01,L,0,0,3,3,18,3,0,4,4,2014
20140316001,변시원,두산,0,02,L,2,2,1,1,22,1,0,3,5,2014
20140316001,허준혁,두산,0,10,L,2,1,1,1,23,1,0,4,5,2014
20140316001,홍상삼,두산,0,10,L,1,0,0,0,17,0,0,3,3,2014
20140316001,윤명준,두산,0,10,L,0,1,0,0,17,0,0,3,4,2014
20140316005,리오단,LG,1,40,W,0,3,0,0,61,2,0,14,17,2014
20140316005,신승현,LG,0,10,L,0,0,0,0,10,0,0,3,3,2014
20140316005,류택현,LG,0,10,L,1,0,1,1,26,2,1,5,5,2014
20140316005,유원상,LG,0,10,L,0,0,0,0,12,0,0,3,3,2014
20140316005,이동현,LG,0,10,L,0,0,1,1,11,2,0,5,5,2014
20140316005,정현욱,LG,0,10,L,1,0,0,0,9,0,0,3,3,2014
20140318005,김선우,LG,1,40,W,1,0,2,2,59,4,1,16,16,2014
20140318005,신정락,LG,0,30,H,3,0,1,1,40,4,1,11,11,2014
20140318005,윤지웅,LG,0,10,L,1,0,0,0,20,2,0,5,5,2014
20140318005,신동훈,LG,0,10,L,0,1,3,3,25,4,0,5,7,2014
20140318001,니퍼트,두산,1,30,L,3,3,4,4,78,5,1,12,16,2014
20140318001,변시원,두산,0,00,L,0,1,1,1,9,1,0,1,2,2014
20140318001,정대현,두산,0,21,L,1,0,1,1,40,2,0,9,10,2014
20140318001,오현택,두산,0,02,L,1,1,2,2,22,4,0,5,6,2014
20140318001,이현승,두산,0,10,L,0,0,0,0,17,2,0,5,5,2014
20140318001,정재훈,두산,0,10,L,1,0,0,0,13,1,0,4,4,2014
20140318007,울프,SK,1,51,L,3,4,3,3,83,5,0,19,25,2014
20140318007,박민호,SK,0,12,L,2,0,1,1,23,1,1,6,6,2014
20140318007,이재영,SK,0,00,L,0,0,1,1,2,1,0,1,1,2014
20140318007,백청훈,SK,0,10,L,0,4,3,3,30,1,0,4,8,2014
20140318008,밴헤켄,넥센,1,40,L,4,2,5,4,91,8,1,22,24,2014
20140318008,하영민,넥센,0,10,L,0,0,0,0,5,0,0,3,3,2014
20140318008,금민철,넥센,0,20,L,2,6,2,2,66,2,0,8,14,2014
20140318008,조상우,넥센,0,10,L,1,2,1,1,23,0,0,3,5,2014
20140319005,류제국,LG,1,40,L,3,2,4,3,87,7,1,20,22,2014
20140319005,김선규,LG,0,20,L,0,0,1,1,24,2,0,7,8,2014
20140319005,유원상,LG,0,10,L,0,0,3,3,15,3,1,6,6,2014
20140319005,정찬헌,LG,0,10,L,2,0,1,1,22,1,1,4,4,2014
20140319005,이동현,LG,0,02,L,1,0,1,1,16,3,0,5,5,2014
20140319001,노경은,두산,1,50,W,2,4,3,3,91,5,0,21,25,2014
