idx,team,result,i_1,i_2,i_3,i_4,i_5,i_6,i_7,i_8,i_9,i_10,i_11,i_12,i_13,i_14,i_15,i_16,i_17,i_18,r,h,e,b,year,month,day,week,home,away,dbheader,place,audience,starttime,endtime,gametime
20120317003,삼성,1,2,0,0,2,2,0,2,0,0,-,-,-,-,-,-,-,-,-,8,13,1,2,2012,3,17,5,LG,삼성,0,잠실,18000,12:59,16:02,3:03
20120317005,LG,-1,1,0,0,1,1,0,0,0,0,-,-,-,-,-,-,-,-,-,3,7,0,5,2012,3,17,5,LG,삼성,0,잠실,18000,12:59,16:02,3:03
20120317006,KIA,-1,0,0,1,0,0,2,0,0,0,-,-,-,-,-,-,-,-,-,3,7,0,3,2012,3,17,5,SK,KIA,0,문학,15000,12:59,15:24,2:25
20120317007,SK,1,3,1,0,0,0,2,0,0,-,-,-,-,-,-,-,-,-,-,6,10,2,1,2012,3,17,5,SK,KIA,0,문학,15000,12:59,15:24,2:25
20120317001,두산,-1,0,0,1,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,2,7,2,6,2012,3,17,5,롯데,두산,0,사직,10843,12:59,16:00,3:01
20120317002,롯데,1,1,0,0,0,0,4,2,0,-,-,-,-,-,-,-,-,-,-,7,11,1,4,2012,3,17,5,롯데,두산,0,사직,10843,12:59,16:00,3:01
20120318003,삼성,-1,0,0,0,0,0,1,0,1,1,-,-,-,-,-,-,-,-,-,3,10,0,3,2012,3,18,6,LG,삼성,0,잠실,18000,12:59,15:38,2:39
20120318005,LG,1,1,0,0,0,0,1,5,0,-,-,-,-,-,-,-,-,-,-,7,8,1,2,2012,3,18,6,LG,삼성,0,잠실,18000,12:59,15:38,2:39
20120318006,KIA,1,0,3,1,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,4,10,0,5,2012,3,18,6,SK,KIA,0,문학,17500,12:58,15:57,2:59
20120318007,SK,-1,0,0,0,1,0,0,0,1,0,-,-,-,-,-,-,-,-,-,2,5,2,6,2012,3,18,6,SK,KIA,0,문학,17500,12:58,15:57,2:59
20120318001,두산,1,0,0,2,0,0,2,0,0,0,-,-,-,-,-,-,-,-,-,4,6,0,8,2012,3,18,6,롯데,두산,0,사직,14508,13:00,15:52,2:52
20120318002,롯데,-1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,6,0,2,2012,3,18,6,롯데,두산,0,사직,14508,13:00,15:52,2:52
20120318008,넥센,-1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,3,0,4,2012,3,18,6,한화,넥센,0,청주,7500,12:59,15:43,2:44
20120318004,한화,1,3,0,0,0,1,1,1,0,-,-,-,-,-,-,-,-,-,-,6,8,0,3,2012,3,18,6,한화,넥센,0,청주,7500,12:59,15:43,2:44
20120320006,KIA,1,3,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,5,0,2,2012,3,20,1,넥센,KIA,0,목동,4000,13:00,15:45,2:45
20120320008,넥센,-1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,8,2,4,2012,3,20,1,넥센,KIA,0,목동,4000,13:00,15:45,2:45
20120320005,LG,0,0,0,0,1,0,0,0,0,0,0,-,-,-,-,-,-,-,-,1,5,1,7,2012,3,20,1,두산,LG,0,잠실,7900,12:59,16:29,3:30
20120320001,두산,0,0,0,0,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,1,4,0,5,2012,3,20,1,두산,LG,0,잠실,7900,12:59,16:29,3:30
20120320003,삼성,-1,0,0,0,0,0,1,0,0,0,-,-,-,-,-,-,-,-,-,1,5,1,1,2012,3,20,1,SK,삼성,0,문학,2000,12:58,15:27,2:29
20120320007,SK,1,0,1,0,1,0,5,2,0,-,-,-,-,-,-,-,-,-,-,9,15,0,2,2012,3,20,1,SK,삼성,0,문학,2000,12:58,15:27,2:29
20120320002,롯데,1,0,6,0,0,1,0,0,2,0,-,-,-,-,-,-,-,-,-,9,11,0,3,2012,3,20,1,한화,롯데,0,청주,3016,12:59,15:55,2:56
20120320004,한화,-1,0,2,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,8,2,2,2012,3,20,1,한화,롯데,0,청주,3016,12:59,15:55,2:56
20120321006,KIA,-1,0,0,0,3,0,0,1,0,0,-,-,-,-,-,-,-,-,-,4,7,0,6,2012,3,21,2,넥센,KIA,0,목동,4000,12:59,16:06,3:07
20120321008,넥센,1,0,1,3,4,2,0,0,0,-,-,-,-,-,-,-,-,-,-,10,12,1,8,2012,3,21,2,넥센,KIA,0,목동,4000,12:59,16:06,3:07
20120321005,LG,0,0,0,0,0,1,5,0,0,0,0,-,-,-,-,-,-,-,-,6,10,1,6,2012,3,21,2,두산,LG,0,잠실,7000,13:00,16:42,3:42
20120321001,두산,0,4,0,0,0,0,0,1,1,0,0,-,-,-,-,-,-,-,-,6,13,2,5,2012,3,21,2,두산,LG,0,잠실,7000,13:00,16:42,3:42
20120321003,삼성,-1,1,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,8,0,2,2012,3,21,2,SK,삼성,0,문학,1800,12:58,15:24,2:26
20120321007,SK,1,0,1,0,0,0,0,3,0,-,-,-,-,-,-,-,-,-,-,4,10,0,4,2012,3,21,2,SK,삼성,0,문학,1800,12:58,15:24,2:26
20120321002,롯데,-1,2,0,0,2,0,0,1,1,0,-,-,-,-,-,-,-,-,-,6,13,0,5,2012,3,21,2,한화,롯데,0,청주,3465,13:00,16:38,3:38
20120321004,한화,1,0,0,0,0,0,4,1,1,1,-,-,-,-,-,-,-,-,-,7,17,1,0,2012,3,21,2,한화,롯데,0,청주,3465,13:00,16:38,3:38
20120322003,삼성,-1,0,0,0,0,0,0,0,1,1,-,-,-,-,-,-,-,-,-,2,8,0,2,2012,3,22,3,넥센,삼성,0,목동,3000,13:00,15:46,2:46
20120322008,넥센,1,0,0,0,0,1,1,0,0,1,-,-,-,-,-,-,-,-,-,3,7,2,2,2012,3,22,3,넥센,삼성,0,목동,3000,13:00,15:46,2:46
20120322007,SK,-1,0,1,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,2,9,0,0,2012,3,22,3,LG,SK,0,잠실,2500,13:00,15:30,2:30
20120322005,LG,1,0,0,0,1,0,2,0,2,-,-,-,-,-,-,-,-,-,-,5,14,0,3,2012,3,22,3,LG,SK,0,잠실,2500,13:00,15:30,2:30
20120322001,두산,-1,0,0,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,1,4,1,1,2012,3,22,3,한화,두산,0,청주,1889,12:58,15:18,2:20
20120322004,한화,1,0,1,2,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,4,10,0,1,2012,3,22,3,한화,두산,0,청주,1889,12:58,15:18,2:20
20120323006,KIA,1,0,3,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,5,9,0,1,2012,3,23,4,롯데,KIA,0,사직,200,12:59,14:39,1:40
20120323002,롯데,-1,0,2,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,2,5,0,4,2012,3,23,4,롯데,KIA,0,사직,200,12:59,14:39,1:40
20120324006,KIA,0,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,2,7,0,1,2012,3,24,5,두산,KIA,0,잠실,16000,12:59,14:36,1:30
20120324001,두산,0,0,1,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,2,5,0,3,2012,3,24,5,두산,KIA,0,잠실,16000,12:59,14:36,1:30
