idx,team,result,i_1,i_2,i_3,i_4,i_5,i_6,i_7,i_8,i_9,i_10,i_11,i_12,i_13,i_14,i_15,i_16,i_17,i_18,r,h,e,b,year,month,day,week,home,away,dbheader,place,audience,starttime,endtime,gametime
20230313001,두산,1,0,1,1,0,0,1,0,2,0,-,-,-,-,-,-,-,-,-,5,11,0,2,2023,3,13,0,롯데,두산,0,사직,1300,14:01,16:46,2:45
20230313002,롯데,-1,2,0,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,3,8,0,3,2023,3,13,0,롯데,두산,0,사직,1300,14:01,16:46,2:45
20230313011,SSG,-1,0,0,0,1,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,10,2,7,2023,3,13,0,삼성,SSG,0,대구,500,13:59,16:36,2:37
20230313003,삼성,1,0,0,0,1,0,0,0,2,-,-,-,-,-,-,-,-,-,-,3,7,0,1,2023,3,13,0,삼성,SSG,0,대구,500,13:59,16:36,2:37
20230313005,LG,1,0,0,0,0,0,0,0,2,2,-,-,-,-,-,-,-,-,-,4,9,2,3,2023,3,13,0,NC,LG,0,창원,367,14:01,17:19,3:18
20230313009,NC,-1,0,1,1,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,10,2,7,2023,3,13,0,NC,LG,0,창원,367,14:01,17:19,3:18
20230313010,KT,1,0,0,0,0,0,0,0,2,0,-,-,-,-,-,-,-,-,-,2,5,0,4,2023,3,13,0,키움,KT,0,고척,1558,14:00,16:46,2:46
20230313008,키움,-1,0,0,1,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,4,3,1,2023,3,13,0,키움,KT,0,고척,1558,14:00,16:46,2:46
20230313006,KIA,-1,1,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,5,2,4,2023,3,13,0,한화,KIA,0,대전,572,14:00,16:42,2:42
20230313004,한화,1,0,0,0,4,0,2,0,0,-,-,-,-,-,-,-,-,-,-,6,8,0,4,2023,3,13,0,한화,KIA,0,대전,572,14:00,16:42,2:42
20230314001,두산,-1,0,0,0,0,3,0,1,0,0,-,-,-,-,-,-,-,-,-,4,8,0,1,2023,3,14,1,롯데,두산,0,사직,1000,13:59,16:48,2:49
20230314002,롯데,1,1,0,3,4,0,0,0,0,-,-,-,-,-,-,-,-,-,-,8,9,1,3,2023,3,14,1,롯데,두산,0,사직,1000,13:59,16:48,2:49
20230314011,SSG,1,0,0,0,0,0,1,0,1,0,-,-,-,-,-,-,-,-,-,2,5,0,3,2023,3,14,1,삼성,SSG,0,대구,600,14:00,16:38,2:38
20230314003,삼성,-1,0,0,0,0,0,0,0,1,0,-,-,-,-,-,-,-,-,-,1,6,1,1,2023,3,14,1,삼성,SSG,0,대구,600,14:00,16:38,2:38
20230314005,LG,1,0,0,2,0,0,1,2,0,0,-,-,-,-,-,-,-,-,-,5,7,0,9,2023,3,14,1,NC,LG,0,창원,302,14:01,17:06,3:05
20230314009,NC,-1,0,0,0,0,0,2,0,0,0,-,-,-,-,-,-,-,-,-,2,7,3,6,2023,3,14,1,NC,LG,0,창원,302,14:01,17:06,3:05
20230314010,KT,1,0,0,0,3,0,5,0,0,3,-,-,-,-,-,-,-,-,-,11,12,2,14,2023,3,14,1,키움,KT,0,고척,1597,13:59,17:14,3:15
20230314008,키움,-1,0,0,1,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,3,2,4,2023,3,14,1,키움,KT,0,고척,1597,13:59,17:14,3:15
20230314006,KIA,1,0,0,0,1,0,0,4,0,3,-,-,-,-,-,-,-,-,-,8,12,1,5,2023,3,14,1,한화,KIA,0,대전,1050,14:00,17:18,3:18
20230314004,한화,-1,1,0,2,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,9,1,2,2023,3,14,1,한화,KIA,0,대전,1050,14:00,17:18,3:18
20230315011,SSG,1,0,0,1,1,0,0,2,0,0,-,-,-,-,-,-,-,-,-,4,11,1,4,2023,3,15,2,롯데,SSG,0,사직,1200,13:00,15:44,2:44
20230315002,롯데,-1,0,0,0,0,0,0,0,2,0,-,-,-,-,-,-,-,-,-,2,3,1,4,2023,3,15,2,롯데,SSG,0,사직,1200,13:00,15:44,2:44
