idx,team,result,i_1,i_2,i_3,i_4,i_5,i_6,i_7,i_8,i_9,i_10,i_11,i_12,i_13,i_14,i_15,i_16,i_17,i_18,r,h,e,b,year,month,day,week,home,away,dbheader,place,audience,starttime,endtime,gametime
20130321002,롯데,-1,0,0,0,2,1,0,0,0,0,-,-,-,-,-,-,-,-,-,3,9,1,3,2013,3,21,3,NC,롯데,0,마산,2320,12:59,15:37,2:38
20130321009,NC,1,1,0,0,0,0,0,5,0,-,-,-,-,-,-,-,-,-,-,6,11,2,3,2013,3,21,3,NC,롯데,0,마산,2320,12:59,15:37,2:38
20130321001,두산,-1,0,0,0,0,0,0,0,1,0,-,-,-,-,-,-,-,-,-,1,4,0,8,2013,3,21,3,넥센,두산,0,목동,1000,13:00,15:51,2:51
20130321008,넥센,1,0,0,0,2,0,3,2,0,-,-,-,-,-,-,-,-,-,-,7,10,0,5,2013,3,21,3,넥센,두산,0,목동,1000,13:00,15:51,2:51
20130321003,삼성,-1,0,0,1,0,0,2,0,0,0,-,-,-,-,-,-,-,-,-,3,7,0,5,2013,3,21,3,한화,삼성,0,대전,2241,12:58,15:37,2:39
20130321004,한화,1,0,0,0,1,0,3,2,0,-,-,-,-,-,-,-,-,-,-,6,7,1,5,2013,3,21,3,한화,삼성,0,대전,2241,12:58,15:37,2:39
20130321006,KIA,1,0,2,1,0,5,0,2,5,1,-,-,-,-,-,-,-,-,-,16,25,0,3,2013,3,21,3,LG,KIA,0,포항,1300,12:59,16:00,3:01
20130321005,LG,-1,0,0,2,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,3,7,0,3,2013,3,21,3,LG,KIA,0,포항,1300,12:59,16:00,3:01
20130322002,롯데,-1,0,0,0,0,0,0,1,0,0,-,-,-,-,-,-,-,-,-,1,4,0,6,2013,3,22,4,NC,롯데,0,마산,3325,13:00,15:46,2:46
20130322009,NC,1,0,2,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,2,8,1,4,2013,3,22,4,NC,롯데,0,마산,3325,13:00,15:46,2:46
20130322001,두산,-1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,5,0,4,2013,3,22,4,넥센,두산,0,목동,1000,12:59,15:46,2:47
20130322008,넥센,1,0,1,0,0,0,0,2,0,-,-,-,-,-,-,-,-,-,-,3,8,0,6,2013,3,22,4,넥센,두산,0,목동,1000,12:59,15:46,2:47
20130322003,삼성,-1,0,0,1,0,0,0,2,0,0,-,-,-,-,-,-,-,-,-,3,6,1,5,2013,3,22,4,한화,삼성,0,대전,2520,12:58,16:05,3:07
20130322004,한화,1,0,0,4,1,0,0,3,0,-,-,-,-,-,-,-,-,-,-,8,14,1,4,2013,3,22,4,한화,삼성,0,대전,2520,12:58,16:05,3:07
20130322006,KIA,1,0,0,1,5,0,0,0,0,0,-,-,-,-,-,-,-,-,-,6,12,1,2,2013,3,22,4,LG,KIA,0,포항,1100,13:00,15:41,2:41
20130322005,LG,-1,0,0,1,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,4,0,0,2013,3,22,4,LG,KIA,0,포항,1100,13:00,15:41,2:41
20130323001,두산,1,0,0,0,0,0,1,0,0,2,-,-,-,-,-,-,-,-,-,3,8,1,6,2013,3,23,5,LG,두산,0,잠실,25000,13:00,16:04,3:04
20130323005,LG,-1,0,0,0,2,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,5,0,4,2013,3,23,5,LG,두산,0,잠실,25000,13:00,16:04,3:04
20130323009,NC,0,0,0,1,0,1,0,2,0,0,-,-,-,-,-,-,-,-,-,4,8,1,1,2013,3,23,5,SK,NC,0,문학,8000,12:58,15:32,2:34
20130323007,SK,0,0,0,0,0,0,0,0,4,0,-,-,-,-,-,-,-,-,-,4,6,0,3,2013,3,23,5,SK,NC,0,문학,8000,12:58,15:32,2:34
20130323006,KIA,1,0,0,1,0,1,0,0,0,4,-,-,-,-,-,-,-,-,-,6,12,0,4,2013,3,23,5,삼성,KIA,0,대구,6000,13:00,16:11,3:11
