idx,team,result,i_1,i_2,i_3,i_4,i_5,i_6,i_7,i_8,i_9,i_10,i_11,i_12,i_13,i_14,i_15,i_16,i_17,i_18,r,h,e,b,year,month,day,week,home,away,dbheader,place,audience,starttime,endtime,gametime
20220312011,SSG,1,0,0,1,0,2,1,0,4,0,-,-,-,-,-,-,-,-,-,8,14,1,1,2022,3,12,5,롯데,SSG,0,사직,0,13:00,16:08,3:08
20220312002,롯데,-1,0,2,0,1,0,0,0,0,2,-,-,-,-,-,-,-,-,-,5,13,2,1,2022,3,12,5,롯데,SSG,0,사직,0,13:00,16:08,3:08
20220312004,한화,1,0,0,2,4,0,0,1,0,2,-,-,-,-,-,-,-,-,-,9,16,1,7,2022,3,12,5,삼성,한화,0,대구,0,13:01,16:33,3:32
20220312003,삼성,-1,1,0,4,0,0,0,2,0,0,-,-,-,-,-,-,-,-,-,7,11,1,1,2022,3,12,5,삼성,한화,0,대구,0,13:01,16:33,3:32
20220312006,KIA,1,0,0,3,1,1,1,1,0,0,-,-,-,-,-,-,-,-,-,7,12,0,9,2022,3,12,5,NC,KIA,0,창원,0,13:00,15:44,2:44
20220312009,NC,-1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,3,2,2,2022,3,12,5,NC,KIA,0,창원,0,13:00,15:44,2:44
20220312005,LG,1,0,0,0,0,1,0,3,0,1,-,-,-,-,-,-,-,-,-,5,10,0,4,2022,3,12,5,KT,LG,0,수원,0,13:00,15:36,2:36
20220312010,KT,-1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,6,0,2,2022,3,12,5,KT,LG,0,수원,0,13:00,15:36,2:36
20220312001,두산,-1,0,0,0,1,0,0,1,0,0,-,-,-,-,-,-,-,-,-,2,3,0,4,2022,3,12,5,키움,두산,0,고척,0,13:01,15:46,2:45
20220312008,키움,1,0,0,0,1,2,0,2,0,-,-,-,-,-,-,-,-,-,-,5,9,0,5,2022,3,12,5,키움,두산,0,고척,0,13:01,15:46,2:45
20220313001,두산,-1,0,0,0,0,0,1,0,0,0,-,-,-,-,-,-,-,-,-,1,7,2,5,2022,3,13,6,키움,두산,0,고척,0,13:00,15:57,2:57
20220313008,키움,1,3,0,0,0,0,0,0,2,-,-,-,-,-,-,-,-,-,-,5,9,1,4,2022,3,13,6,키움,두산,0,고척,0,13:00,15:57,2:57
20220314004,한화,-1,0,0,0,0,0,0,0,2,0,-,-,-,-,-,-,-,-,-,2,3,2,3,2022,3,14,0,롯데,한화,0,사직,0,13:00,16:04,3:04
20220314002,롯데,1,0,0,0,8,3,0,2,0,-,-,-,-,-,-,-,-,-,-,13,12,3,11,2022,3,14,0,롯데,한화,0,사직,0,13:00,16:04,3:04
20220314006,KIA,0,0,0,1,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,8,0,1,2022,3,14,0,삼성,KIA,0,대구,0,13:00,15:43,2:43
20220314003,삼성,0,1,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,6,0,2,2022,3,14,0,삼성,KIA,0,대구,0,13:00,15:43,2:43
20220314011,SSG,1,0,0,0,0,0,6,0,0,1,-,-,-,-,-,-,-,-,-,7,9,1,4,2022,3,14,0,NC,SSG,0,창원,0,12:59,16:20,3:21
20220314009,NC,-1,2,0,0,3,1,0,0,0,0,-,-,-,-,-,-,-,-,-,6,13,1,6,2022,3,14,0,NC,SSG,0,창원,0,12:59,16:20,3:21
20220314005,LG,1,0,0,0,0,0,0,0,2,1,-,-,-,-,-,-,-,-,-,3,9,1,2,2022,3,14,0,키움,LG,0,고척,0,13:01,15:27,2:26
20220314008,키움,-1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,4,0,1,2022,3,14,0,키움,LG,0,고척,0,13:01,15:27,2:26
20220315004,한화,-1,4,2,0,0,0,0,0,0,6,-,-,-,-,-,-,-,-,-,12,13,3,6,2022,3,15,1,롯데,한화,0,사직,0,12:59,17:02,4:03
20220315002,롯데,1,0,5,0,0,0,1,2,0,5,-,-,-,-,-,-,-,-,-,13,14,3,8,2022,3,15,1,롯데,한화,0,사직,0,12:59,17:02,4:03
20220315006,KIA,1,1,0,5,0,0,0,0,1,0,-,-,-,-,-,-,-,-,-,7,9,0,2,2022,3,15,1,삼성,KIA,0,대구,0,13:00,15:31,2:31
20220315003,삼성,-1,1,1,0,0,1,0,1,0,0,-,-,-,-,-,-,-,-,-,4,6,1,4,2022,3,15,1,삼성,KIA,0,대구,0,13:00,15:31,2:31
20220315011,SSG,-1,0,0,0,0,2,0,0,0,0,-,-,-,-,-,-,-,-,-,2,4,1,4,2022,3,15,1,NC,SSG,0,창원,0,13:00,16:00,3:00
20220315009,NC,1,0,0,0,0,1,1,0,1,-,-,-,-,-,-,-,-,-,-,3,8,2,3,2022,3,15,1,NC,SSG,0,창원,0,13:00,16:00,3:00
20220315001,두산,-1,0,1,1,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,3,10,2,4,2022,3,15,1,KT,두산,0,수원,0,12:59,15:56,2:57
20220315010,KT,1,0,0,6,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,7,9,0,2,2022,3,15,1,KT,두산,0,수원,0,12:59,15:56,2:57
20220315005,LG,0,0,0,1,0,1,0,0,1,0,-,-,-,-,-,-,-,-,-,3,7,0,3,2022,3,15,1,키움,LG,0,고척,0,13:00,15:56,2:56
20220315008,키움,0,0,0,0,0,0,0,1,1,1,-,-,-,-,-,-,-,-,-,3,6,1,8,2022,3,15,1,키움,LG,0,고척,0,13:00,15:56,2:56
20220317001,두산,-1,0,0,0,0,0,0,0,0,2,-,-,-,-,-,-,-,-,-,2,6,0,1,2022,3,17,3,롯데,두산,0,사직,0,13:00,15:31,2:31
20220317002,롯데,1,0,0,2,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,3,11,0,1,2022,3,17,3,롯데,두산,0,사직,0,13:00,15:31,2:31
20220317004,한화,-1,0,0,1,0,0,0,0,1,4,-,-,-,-,-,-,-,-,-,6,9,1,4,2022,3,17,3,NC,한화,0,창원,0,13:00,15:52,2:52
20220317009,NC,1,0,2,0,4,0,1,0,0,-,-,-,-,-,-,-,-,-,-,7,12,2,2,2022,3,17,3,NC,한화,0,창원,0,13:00,15:52,2:52
20220317006,KIA,1,0,0,1,0,0,0,2,1,0,-,-,-,-,-,-,-,-,-,4,9,0,1,2022,3,17,3,KT,KIA,0,수원,0,13:00,15:45,2:45
20220317010,KT,-1,0,0,0,0,1,1,0,0,0,-,-,-,-,-,-,-,-,-,2,8,1,1,2022,3,17,3,KT,KIA,0,수원,0,13:00,15:45,2:45
20220317011,SSG,-1,0,0,0,0,0,0,0,1,0,-,-,-,-,-,-,-,-,-,1,5,0,3,2022,3,17,3,키움,SSG,0,고척,0,13:00,15:32,2:32
20220317008,키움,1,0,0,0,1,0,2,1,0,-,-,-,-,-,-,-,-,-,-,4,10,1,2,2022,3,17,3,키움,SSG,0,고척,0,13:00,15:32,2:32
20220318005,LG,1,4,2,0,0,0,2,1,2,5,-,-,-,-,-,-,-,-,-,16,22,2,4,2022,3,18,4,삼성,LG,0,대구,0,12:59,16:28,3:29
20220318003,삼성,-1,0,0,2,0,0,0,0,1,0,-,-,-,-,-,-,-,-,-,3,8,3,2,2022,3,18,4,삼성,LG,0,대구,0,12:59,16:28,3:29
20220318004,한화,1,1,0,0,0,1,0,0,0,1,-,-,-,-,-,-,-,-,-,3,5,1,6,2022,3,18,4,NC,한화,0,창원,0,13:00,15:44,2:44
20220318009,NC,-1,0,0,0,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,1,2,0,3,2022,3,18,4,NC,한화,0,창원,0,13:00,15:44,2:44
20220318006,KIA,-1,0,0,0,1,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,9,0,1,2022,3,18,4,KT,KIA,0,수원,0,13:00,15:15,2:15
