idx,name,team,mound,inning,result,strikeout,dead4ball,losescore,earnedrun,pitchnum,hitted,homerun,battednum,batternum,year
20080329006,리마,KIA,1,51,L,1,2,3,3,87,8,0,22,24,2008
20080329006,유동훈,KIA,0,20,L,2,0,1,1,20,3,0,7,7,2008
20080329006,양현종,KIA,0,00,L,0,0,0,0,1,1,0,1,1,2008
20080329006,임준혁,KIA,0,02,L,0,1,0,0,14,0,0,2,3,2008
20080329005,브라운,LG,1,42,L,2,1,4,4,76,7,0,19,22,2008
20080329005,이승호,LG,0,01,L,1,0,0,0,8,1,0,2,2,2008
20080329005,정찬헌,LG,0,40,L,4,3,0,0,68,2,0,12,17,2008
20080329005,우규민,LG,0,10,L,0,1,1,1,18,1,1,3,4,2008
20080329002,손민한,롯데,1,62,W,2,1,1,1,90,5,0,25,26,2008
20080329002,나승현,롯데,0,11,L,2,1,0,0,21,1,0,5,6,2008
20080329002,김영수,롯데,0,10,L,0,1,0,0,13,0,0,3,4,2008
20080330006,윤석민,KIA,1,60,L,3,5,1,1,98,2,1,19,24,2008
20080330006,손영민,KIA,0,02,L,0,0,0,0,7,0,0,2,2,2008
20080330006,양현종,KIA,0,01,L,1,2,2,2,26,1,0,2,4,2008
20080330006,한기주,KIA,0,02,L,1,1,0,0,23,1,0,3,4,2008
20080330006,곽정철,KIA,0,01,L,0,1,0,0,12,0,0,1,2,2008
20080330008,장원삼,우리,1,51,L,4,4,3,3,90,3,1,19,23,2008
20080330008,황두성,우리,0,11,L,2,1,0,0,22,1,0,5,6,2008
20080330008,조용훈,우리,0,01,L,0,1,0,0,12,0,0,1,2,2008
20080330008,노환수,우리,0,00,L,0,0,1,0,4,0,0,1,1,2008
20080330008,김성현,우리,0,10,L,2,0,0,0,12,1,0,4,4,2008
20080330005,봉중근,LG,1,72,W,7,3,1,1,104,4,1,26,29,2008
20080330005,우규민,LG,0,11,L,1,0,0,0,18,1,0,5,5,2008
20080401004,유원상,한화,1,60,L,3,4,4,4,92,8,1,24,28,2008
20080401004,윤기호,한화,0,00,L,0,1,0,0,7,0,0,0,1,2008
20080401004,최영필,한화,0,10,H,0,2,0,0,22,1,0,3,5,2008
20080401004,안영명,한화,0,02,H,0,0,0,0,12,1,0,3,3,2008
20080401004,토마스,한화,0,10,L,1,0,2,2,23,4,0,7,7,2008
20080401001,랜들,두산,1,51,W,6,5,0,0,100,4,0,18,25,2008
20080401001,임태훈,두산,0,22,H,3,0,0,0,37,0,0,8,8,2008
20080401001,정재훈,두산,0,10,L,1,1,0,0,20,1,0,4,5,2008
