idx,name,team,mound,inning,result,strikeout,dead4ball,losescore,earnedrun,pitchnum,hitted,homerun,battednum,batternum,year
20190312009,구창모,NC,1,30,L,3,3,6,5,77,6,2,15,18,2019
20190312009,박진우,NC,0,30,L,3,0,0,0,29,2,0,10,10,2019
20190312009,윤지웅,NC,0,01,L,1,0,0,0,7,0,0,1,1,2019
20190312009,홍성무,NC,0,02,L,0,0,0,0,5,0,0,2,2,2019
20190312009,장현식,NC,0,10,L,0,2,0,0,19,1,0,3,5,2019
20190312010,쿠에바스,KT,1,41,L,4,1,6,6,78,9,1,21,23,2019
20190312010,이정현,KT,0,02,H,0,0,0,0,14,2,0,4,4,2019
20190312010,김민,KT,0,02,L,1,1,5,5,35,5,1,7,8,2019
20190312010,이상동,KT,0,01,L,1,0,0,0,5,1,0,2,2,2019
20190312010,배제성,KT,0,10,L,0,0,0,0,11,0,0,3,3,2019
20190312010,김재윤,KT,0,10,L,1,0,0,0,14,0,0,3,3,2019
20190312010,주권,KT,0,02,L,0,0,2,2,19,3,1,5,5,2019
20190312007,김광현,SK,1,40,L,2,0,0,0,43,1,0,13,13,2019
20190312007,하재훈,SK,0,10,L,2,1,0,0,21,1,0,4,5,2019
20190312007,문승원,SK,0,10,L,1,0,0,0,11,0,0,3,3,2019
20190312007,김택형,SK,0,01,L,1,2,4,0,21,1,0,4,6,2019
20190312007,박민호,SK,0,02,L,1,0,0,0,15,0,0,3,3,2019
20190312007,정영일,SK,0,10,L,0,0,0,0,7,1,0,4,4,2019
20190312005,윌슨,LG,1,40,L,4,0,3,3,68,4,1,16,16,2019
20190312005,진해수,LG,0,02,L,0,0,0,0,13,1,0,3,3,2019
20190312005,류원석,LG,0,01,L,0,1,0,0,8,0,0,1,2,2019
20190312005,신정락,LG,0,10,L,2,0,0,0,17,0,0,3,3,2019
20190312005,최성훈,LG,0,01,L,1,1,1,1,16,2,0,3,4,2019
20190312005,최동환,LG,0,02,L,0,0,0,0,7,0,0,2,2,2019
20190312005,여건욱,LG,0,10,L,2,0,0,0,14,1,0,4,4,2019
20190312001,장원준,두산,1,20,L,2,1,0,0,34,2,0,8,9,2019
20190312001,김승회,두산,0,10,H,1,1,0,0,20,1,0,4,5,2019
20190312001,최대성,두산,0,10,H,1,1,0,0,24,2,0,5,6,2019
20190312001,이현승,두산,0,10,H,0,1,1,1,17,2,0,4,6,2019
20190312001,홍상삼,두산,0,10,L,1,2,2,2,23,1,0,4,6,2019
20190312001,윤명준,두산,0,10,L,0,1,0,0,23,2,0,4,5,2019
20190312001,함덕주,두산,0,10,L,0,0,0,0,9,1,0,3,3,2019
20190313009,이재학,NC,1,30,W,1,1,0,0,37,2,0,10,11,2019
