idx,name,team,mound,inning,result,strikeout,dead4ball,losescore,earnedrun,pitchnum,hitted,homerun,battednum,batternum,year
20220312011,노경은,SSG,1,32,L,4,0,3,3,68,9,0,18,18,2022
20220312011,윤태현,SSG,0,11,W,0,0,0,0,11,1,0,5,5,2022
20220312011,장지훈,SSG,0,10,H,1,0,0,0,9,0,0,3,3,2022
20220312011,서진용,SSG,0,02,H,2,1,0,0,20,0,0,3,4,2022
20220312011,고효준,SSG,0,11,H,0,0,0,0,13,0,0,4,4,2022
20220312011,김택형,SSG,0,10,L,0,0,2,2,22,3,0,6,6,2022
20220312004,킹험,한화,1,22,L,4,1,5,5,59,7,1,15,16,2022
20220312004,김도현,한화,0,20,L,1,0,0,0,25,1,0,7,7,2022
20220312004,김재영,한화,0,11,H,1,0,0,0,22,0,0,4,4,2022
20220312004,김기탁,한화,0,10,L,0,0,2,2,20,3,0,6,6,2022
20220312004,장시환,한화,0,10,W,2,0,0,0,13,0,0,3,3,2022
20220312004,김종수,한화,0,10,L,2,0,0,0,12,0,0,3,3,2022
20220312006,양현종,KIA,1,30,W,2,0,0,0,31,0,0,9,9,2022
20220312006,유승철,KIA,0,30,H,3,2,0,0,43,1,0,9,11,2022
20220312006,최지민,KIA,0,20,L,2,0,0,0,23,1,0,7,7,2022
20220312006,전상현,KIA,0,10,L,1,0,0,0,16,1,0,4,4,2022
20220312005,손주영,LG,1,30,L,4,1,0,0,39,1,0,10,11,2022
20220312005,임준형,LG,0,30,W,1,1,0,0,46,4,0,13,14,2022
20220312005,함덕주,LG,0,10,L,2,0,0,0,15,1,0,4,4,2022
20220312005,고우석,LG,0,10,L,1,0,0,0,8,0,0,3,3,2022
20220312005,임정우,LG,0,10,L,1,0,0,0,9,0,0,3,3,2022
20220312001,장원준,두산,1,20,L,2,1,0,0,39,1,0,7,8,2022
20220312001,윤명준,두산,0,10,L,1,1,0,0,16,1,0,4,5,2022
20220312001,남호,두산,0,10,L,1,2,1,1,29,1,0,4,6,2022
20220312001,김명신,두산,0,10,L,0,0,2,2,16,3,2,5,5,2022
20220312001,임창민,두산,0,10,L,3,0,0,0,16,0,0,3,3,2022
20220312001,김동주,두산,0,00,L,0,0,2,2,15,3,0,3,3,2022
20220312001,박정수,두산,0,10,L,1,0,0,0,8,0,0,3,3,2022
20220312001,박웅,두산,0,10,L,1,1,0,0,12,0,0,3,4,2022
20220313001,박소준,두산,1,20,L,0,0,3,2,44,6,0,13,13,2022
20220313001,권휘,두산,0,12,L,1,2,0,0,26,0,0,5,7,2022
20220313001,김지용,두산,0,11,L,2,0,0,0,16,1,0,5,5,2022
20220313001,김강률,두산,0,10,L,1,0,0,0,10,1,0,4,4,2022
20220313001,문원,두산,0,10,L,1,1,0,0,14,0,0,3,4,2022
20220313001,박정수,두산,0,10,L,1,1,2,2,28,1,0,3,5,2022
20220314004,카펜터,한화,1,22,L,3,0,0,0,46,2,0,10,10,2022
20220314004,장민재,한화,0,10,L,0,3,7,7,30,4,0,7,10,2022
20220314004,황영국,한화,0,01,L,0,3,1,1,21,1,0,2,5,2022
20220314004,박준영,한화,0,01,L,0,3,3,3,26,1,0,1,5,2022
20220314004,김규연,한화,0,02,L,0,0,0,0,9,0,0,1,2,2022
20220314004,주현상,한화,0,10,L,0,0,0,0,11,1,0,3,3,2022
