idx,team,result,i_1,i_2,i_3,i_4,i_5,i_6,i_7,i_8,i_9,i_10,i_11,i_12,i_13,i_14,i_15,i_16,i_17,i_18,r,h,e,b,year,month,day,week,home,away,dbheader,place,audience,starttime,endtime,gametime
20190312009,NC,-1,0,0,1,1,1,1,0,0,0,-,-,-,-,-,-,-,-,-,4,10,1,1,2019,3,12,1,롯데,NC,0,상동,400,12:59,15:45,2:46
20190312002,롯데,1,0,2,4,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,6,9,0,5,2019,3,12,1,롯데,NC,0,상동,400,12:59,15:45,2:46
20190312010,KT,-1,1,4,1,3,0,0,0,0,3,-,-,-,-,-,-,-,-,-,12,11,0,8,2019,3,12,1,삼성,KT,0,대구,2400,13:00,16:30,3:30
20190312003,삼성,1,0,2,0,2,2,5,0,0,2,-,-,-,-,-,-,-,-,-,13,20,1,2,2019,3,12,1,삼성,KT,0,대구,2400,13:00,16:30,3:30
20190312007,SK,-1,0,0,0,0,0,0,1,0,0,-,-,-,-,-,-,-,-,-,1,5,3,3,2019,3,12,1,KIA,SK,0,광주,1517,13:00,15:33,2:33
20190312006,KIA,1,0,0,0,0,0,0,4,0,-,-,-,-,-,-,-,-,-,-,4,4,0,3,2019,3,12,1,KIA,SK,0,광주,1517,13:00,15:33,2:33
20190312005,LG,-1,0,0,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,1,9,0,3,2019,3,12,1,키움,LG,0,고척,4106,13:00,15:49,2:49
20190312008,키움,1,1,0,0,2,0,0,1,0,-,-,-,-,-,-,-,-,-,-,4,8,1,2,2019,3,12,1,키움,LG,0,고척,4106,13:00,15:49,2:49
20190312001,두산,-1,2,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,6,0,4,2019,3,12,1,한화,두산,0,대전,1510,12:59,16:04,3:05
20190312004,한화,1,0,0,0,0,1,2,0,0,-,-,-,-,-,-,-,-,-,-,3,11,1,7,2019,3,12,1,한화,두산,0,대전,1510,12:59,16:04,3:05
20190313009,NC,1,1,0,0,1,0,0,3,-,-,-,-,-,-,-,-,-,-,-,5,11,0,0,2019,3,13,2,롯데,NC,0,상동,350,12:58,15:19,2:21
20190313002,롯데,-1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,0,4,2,2,2019,3,13,2,롯데,NC,0,상동,350,12:58,15:19,2:21
20190313010,KT,-1,0,0,0,1,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,6,0,1,2019,3,13,2,삼성,KT,0,대구,1300,13:00,15:58,2:58
20190313003,삼성,1,0,2,0,0,0,4,0,0,-,-,-,-,-,-,-,-,-,-,6,6,0,6,2019,3,13,2,삼성,KT,0,대구,1300,13:00,15:58,2:58
20190313007,SK,0,0,0,0,0,0,0,2,0,1,-,-,-,-,-,-,-,-,-,3,2,2,6,2019,3,13,2,KIA,SK,0,광주,1615,13:00,15:47,2:47
20190313006,KIA,0,0,0,0,0,3,0,0,0,0,-,-,-,-,-,-,-,-,-,3,9,0,1,2019,3,13,2,KIA,SK,0,광주,1615,13:00,15:47,2:47
20190313005,LG,1,0,0,0,3,2,0,0,2,1,-,-,-,-,-,-,-,-,-,8,15,0,4,2019,3,13,2,키움,LG,0,고척,3894,13:00,16:14,3:14
20190313008,키움,-1,0,0,2,0,0,0,2,0,0,-,-,-,-,-,-,-,-,-,4,9,0,6,2019,3,13,2,키움,LG,0,고척,3894,13:00,16:14,3:14
20190313001,두산,-1,0,0,0,0,0,2,0,0,0,-,-,-,-,-,-,-,-,-,2,8,0,5,2019,3,13,2,한화,두산,0,대전,2270,12:59,16:07,3:08
20190313004,한화,1,0,0,0,0,0,0,7,2,-,-,-,-,-,-,-,-,-,-,9,9,0,10,2019,3,13,2,한화,두산,0,대전,2270,12:59,16:07,3:08
20190314001,두산,1,0,0,4,0,2,0,6,0,1,-,-,-,-,-,-,-,-,-,13,11,1,10,2019,3,14,3,LG,두산,0,이천(LG),1100,12:58,16:13,3:15
20190314005,LG,-1,0,0,0,0,0,0,1,0,1,-,-,-,-,-,-,-,-,-,2,9,2,3,2019,3,14,3,LG,두산,0,이천(LG),1100,12:58,16:13,3:15
20190314009,NC,1,0,0,0,4,0,2,0,0,0,-,-,-,-,-,-,-,-,-,6,9,1,4,2019,3,14,3,삼성,NC,0,대구,2000,12:59,15:50,2:51
20190314003,삼성,-1,1,0,0,0,0,0,1,0,2,-,-,-,-,-,-,-,-,-,4,8,2,1,2019,3,14,3,삼성,NC,0,대구,2000,12:59,15:50,2:51
20190314010,KT,-1,0,1,0,0,3,1,0,0,0,-,-,-,-,-,-,-,-,-,5,8,1,4,2019,3,14,3,KIA,KT,0,광주,1819,12:59,16:09,3:10
20190314006,KIA,1,3,1,0,1,0,0,3,1,-,-,-,-,-,-,-,-,-,-,9,14,1,5,2019,3,14,3,KIA,KT,0,광주,1819,12:59,16:09,3:10
20190314002,롯데,-1,0,0,0,0,2,0,1,0,0,-,-,-,-,-,-,-,-,-,3,5,1,10,2019,3,14,3,키움,롯데,0,고척,2655,13:00,16:10,3:10
20190314008,키움,1,0,1,2,0,0,5,0,0,-,-,-,-,-,-,-,-,-,-,8,10,0,6,2019,3,14,3,키움,롯데,0,고척,2655,13:00,16:10,3:10
20190314007,SK,-1,0,0,0,0,0,0,0,3,0,-,-,-,-,-,-,-,-,-,3,8,0,3,2019,3,14,3,한화,SK,0,대전,1850,12:59,15:50,2:51
20190314004,한화,1,0,0,1,0,1,1,2,0,-,-,-,-,-,-,-,-,-,-,5,10,1,3,2019,3,14,3,한화,SK,0,대전,1850,12:59,15:50,2:51
20190315009,NC,1,0,0,1,0,2,0,0,0,-,-,-,-,-,-,-,-,-,-,3,9,0,1,2019,3,15,4,삼성,NC,0,대구,1800,13:00,15:33,2:20
20190315003,삼성,-1,1,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,1,6,0,5,2019,3,15,4,삼성,NC,0,대구,1800,13:00,15:33,2:20
20190315002,롯데,-1,3,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,8,0,1,2019,3,15,4,키움,롯데,0,고척,2725,12:59,15:57,2:58
20190315008,키움,1,0,0,0,0,3,0,1,0,-,-,-,-,-,-,-,-,-,-,4,7,0,6,2019,3,15,4,키움,롯데,0,고척,2725,12:59,15:57,2:58
20190315007,SK,1,0,0,0,0,0,0,6,2,0,-,-,-,-,-,-,-,-,-,8,13,0,3,2019,3,15,4,한화,SK,0,대전,1490,12:59,16:01,3:02
20190315004,한화,-1,0,0,0,0,0,0,2,0,0,-,-,-,-,-,-,-,-,-,2,10,0,3,2019,3,15,4,한화,SK,0,대전,1490,12:59,16:01,3:02
20190316005,LG,1,0,0,0,0,0,0,2,3,2,-,-,-,-,-,-,-,-,-,7,11,0,5,2019,3,16,5,삼성,LG,0,대구,9719,13:00,15:56,2:56
20190316003,삼성,-1,0,0,0,1,1,0,0,2,0,-,-,-,-,-,-,-,-,-,4,7,0,5,2019,3,16,5,삼성,LG,0,대구,9719,13:00,15:56,2:56
20190316007,SK,1,0,4,0,0,0,2,0,0,0,-,-,-,-,-,-,-,-,-,6,10,0,6,2019,3,16,5,KT,SK,0,수원,3147,13:00,16:21,3:21
20190316010,KT,-1,0,0,0,1,1,0,0,0,0,-,-,-,-,-,-,-,-,-,2,7,1,3,2019,3,16,5,KT,SK,0,수원,3147,13:00,16:21,3:21
20190316009,NC,0,2,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,8,1,3,2019,3,16,5,KIA,NC,0,광주,4634,12:59,15:39,2:40
20190316006,KIA,0,0,0,0,2,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,5,1,3,2019,3,16,5,KIA,NC,0,광주,4634,12:59,15:39,2:40
20190316001,두산,1,2,0,0,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,3,6,0,5,2019,3,16,5,키움,두산,0,고척,4353,12:58,15:54,2:56
20190316008,키움,-1,0,0,0,0,0,1,0,1,0,-,-,-,-,-,-,-,-,-,2,10,0,4,2019,3,16,5,키움,두산,0,고척,4353,12:58,15:54,2:56
20190316002,롯데,-1,0,0,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,1,2,0,5,2019,3,16,5,한화,롯데,0,대전,7007,12:58,15:58,3:00
20190316004,한화,1,2,0,0,0,1,0,3,0,-,-,-,-,-,-,-,-,-,-,6,8,2,2,2019,3,16,5,한화,롯데,0,대전,7007,12:58,15:58,3:00
20190317005,LG,1,0,1,1,1,0,1,0,2,1,-,-,-,-,-,-,-,-,-,7,11,2,9,2019,3,17,6,삼성,LG,0,대구,10743,12:59,16:26,3:27
20190317003,삼성,-1,1,0,0,0,0,3,1,0,0,-,-,-,-,-,-,-,-,-,5,8,2,4,2019,3,17,6,삼성,LG,0,대구,10743,12:59,16:26,3:27
20190317007,SK,1,0,1,0,0,1,1,0,0,0,-,-,-,-,-,-,-,-,-,3,7,0,2,2019,3,17,6,KT,SK,0,수원,3680,13:00,16:06,3:06
20190317010,KT,-1,0,0,0,0,0,1,0,0,0,-,-,-,-,-,-,-,-,-,1,8,2,4,2019,3,17,6,KT,SK,0,수원,3680,13:00,16:06,3:06
20190317009,NC,-1,2,0,0,0,1,0,2,0,0,-,-,-,-,-,-,-,-,-,5,8,1,6,2019,3,17,6,KIA,NC,0,광주,4615,12:59,15:48,2:49
20190317006,KIA,1,0,2,1,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,6,13,0,3,2019,3,17,6,KIA,NC,0,광주,4615,12:59,15:48,2:49
20190317001,두산,1,0,0,0,0,0,0,0,3,0,-,-,-,-,-,-,-,-,-,3,4,0,7,2019,3,17,6,키움,두산,0,고척,4749,12:59,16:05,3:06
20190317008,키움,-1,0,0,0,0,0,0,0,1,0,-,-,-,-,-,-,-,-,-,1,9,1,4,2019,3,17,6,키움,두산,0,고척,4749,12:59,16:05,3:06
20190317002,롯데,1,0,0,0,1,0,0,0,3,4,-,-,-,-,-,-,-,-,-,8,14,1,1,2019,3,17,6,한화,롯데,0,대전,7592,12:58,16:10,3:12
20190317004,한화,-1,1,0,0,0,0,0,0,5,0,-,-,-,-,-,-,-,-,-,6,8,1,5,2019,3,17,6,한화,롯데,0,대전,7592,12:58,16:10,3:12
20190319001,두산,-1,0,1,1,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,4,0,3,2019,3,19,1,SK,두산,0,문학,3510,13:00,15:33,2:33
20190319007,SK,1,0,0,1,0,0,0,0,1,1,-,-,-,-,-,-,-,-,-,3,5,0,2,2019,3,19,1,SK,두산,0,문학,3510,13:00,15:33,2:33
20190319006,KIA,-1,0,0,0,0,0,1,0,2,0,-,-,-,-,-,-,-,-,-,3,7,0,0,2019,3,19,1,키움,KIA,0,고척,3078,12:59,15:26,2:27
20190319008,키움,1,1,1,1,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,4,7,1,6,2019,3,19,1,키움,KIA,0,고척,3078,12:59,15:26,2:27
20190319003,삼성,-1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,8,1,0,2019,3,19,1,롯데,삼성,0,사직,5400,17:29,20:20,2:51
20190319002,롯데,1,1,1,0,1,0,1,2,0,-,-,-,-,-,-,-,-,-,-,6,8,0,6,2019,3,19,1,롯데,삼성,0,사직,5400,17:29,20:20,2:51
20190319004,한화,1,1,1,1,0,1,0,0,0,1,-,-,-,-,-,-,-,-,-,5,9,0,7,2019,3,19,1,NC,한화,0,창원,6413,18:00,20:50,2:50
20190319009,NC,-1,1,0,0,0,0,0,1,0,0,-,-,-,-,-,-,-,-,-,2,7,1,1,2019,3,19,1,NC,한화,0,창원,6413,18:00,20:50,2:50
