idx,team,result,i_1,i_2,i_3,i_4,i_5,i_6,i_7,i_8,i_9,i_10,i_11,i_12,i_13,i_14,i_15,i_16,i_17,i_18,r,h,e,b,year,month,day,week,home,away,dbheader,place,audience,starttime,endtime,gametime
20150307006,KIA,-1,0,0,0,0,0,0,0,1,0,-,-,-,-,-,-,-,-,-,1,7,1,4,2015,3,7,5,NC,KIA,0,마산,5538,13:00,15:33,2:33
20150307009,NC,1,0,1,0,0,1,0,0,0,-,-,-,-,-,-,-,-,-,-,2,5,2,2,2015,3,7,5,NC,KIA,0,마산,5538,13:00,15:33,2:33
20150307010,KT,-1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,3,0,1,2015,3,7,5,넥센,KT,0,목동,4951,12:59,15:19,2:20
20150307008,넥센,1,0,0,0,0,3,2,0,0,-,-,-,-,-,-,-,-,-,-,5,9,0,6,2015,3,7,5,넥센,KT,0,목동,4951,12:59,15:19,2:20
20150307007,SK,1,0,1,0,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,2,5,0,1,2015,3,7,5,롯데,SK,0,사직,8000,12:59,15:41,2:42
20150307002,롯데,-1,0,0,0,0,0,1,0,0,0,-,-,-,-,-,-,-,-,-,1,7,1,4,2015,3,7,5,롯데,SK,0,사직,8000,12:59,15:41,2:42
20150307005,LG,-1,0,0,0,0,3,0,0,0,0,-,-,-,-,-,-,-,-,-,3,9,1,3,2015,3,7,5,한화,LG,0,대전,13000,13:00,16:00,3:00
20150307004,한화,1,1,2,3,0,0,3,0,0,-,-,-,-,-,-,-,-,-,-,9,9,1,6,2015,3,7,5,한화,LG,0,대전,13000,13:00,16:00,3:00
20150307001,두산,1,0,0,0,3,1,1,4,0,0,-,-,-,-,-,-,-,-,-,9,10,0,10,2015,3,7,5,삼성,두산,0,포항,5100,13:00,16:26,3:26
20150307003,삼성,-1,0,2,0,1,0,0,0,1,0,-,-,-,-,-,-,-,-,-,4,12,2,2,2015,3,7,5,삼성,두산,0,포항,5100,13:00,16:26,3:26
20150308006,KIA,1,1,0,0,0,0,0,3,0,0,-,-,-,-,-,-,-,-,-,4,9,0,4,2015,3,8,6,NC,KIA,0,마산,6588,12:59,15:29,2:30
20150308009,NC,-1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,2,1,2,2015,3,8,6,NC,KIA,0,마산,6588,12:59,15:29,2:30
