idx,name,team,mound,inning,result,strikeout,dead4ball,losescore,earnedrun,pitchnum,hitted,homerun,battednum,batternum,year
20120317003,탈보트,삼성,1,40,W,1,1,3,3,71,6,0,17,19,2012
20120317003,임진우,삼성,0,10,L,1,0,0,0,12,0,0,2,3,2012
20120317003,고든,삼성,0,30,H,5,2,0,0,62,0,0,9,11,2012
20120317003,권혁,삼성,0,10,L,2,2,0,0,28,1,0,4,6,2012
20120317006,윤석민,KIA,1,40,L,2,1,4,4,53,6,0,16,18,2012
20120317006,라미레즈,KIA,0,20,L,0,0,2,2,28,3,0,8,8,2012
20120317006,진해수,KIA,0,10,L,0,0,0,0,6,0,0,3,3,2012
20120317006,앤서니,KIA,0,10,L,1,0,0,0,15,1,0,4,4,2012
20120317001,니퍼트,두산,1,40,L,2,0,1,1,68,5,0,16,16,2012
20120317001,김승회,두산,0,10,L,0,3,3,3,31,1,0,4,7,2012
20120317001,이혜천,두산,0,10,L,0,0,1,1,17,3,0,6,6,2012
20120317001,변시원,두산,0,20,L,0,1,2,1,35,2,0,8,9,2012
20120318003,윤성환,삼성,1,50,L,0,1,1,1,53,1,0,15,16,2012
20120318003,안지만,삼성,0,10,L,0,0,1,1,13,1,0,2,4,2012
20120318003,권오준,삼성,0,10,L,1,1,5,5,42,5,0,8,9,2012
20120318003,정현욱,삼성,0,10,L,1,0,0,0,11,1,0,4,4,2012
20120318006,임준혁,KIA,1,30,W,2,3,0,0,50,2,0,10,13,2012
20120318006,박지훈,KIA,0,10,L,0,1,1,1,26,1,0,4,5,2012
20120318006,박경태,KIA,0,30,H,1,2,0,0,45,1,0,9,11,2012
20120318006,고우석,KIA,0,10,H,0,0,1,1,13,1,1,4,4,2012
20120318006,유동훈,KIA,0,10,L,0,0,0,0,8,0,0,3,3,2012
20120318001,임태훈,두산,1,30,W,3,1,0,0,50,2,0,11,12,2012
20120318001,서동환,두산,0,20,H,3,0,0,0,33,2,0,8,8,2012
20120318001,노경은,두산,0,20,L,2,0,0,0,25,1,0,6,6,2012
20120318001,고창성,두산,0,10,L,1,0,0,0,11,0,0,3,3,2012
20120318001,프록터,두산,0,10,L,0,1,0,0,24,1,0,4,5,2012
20120318008,강윤구,넥센,1,30,L,4,0,3,3,62,4,1,13,13,2012
20120318008,심수창,넥센,0,30,L,2,2,2,2,46,3,1,12,14,2012
20120318008,박종윤,넥센,0,10,L,1,1,1,1,26,1,0,4,5,2012
20120318008,이보근,넥센,0,10,L,0,0,0,0,15,0,0,3,3,2012
20120320006,서재응,KIA,1,40,W,3,2,0,0,71,4,0,16,18,2012
20120320006,김건한,KIA,0,10,H,0,1,0,0,17,1,0,4,5,2012
20120320006,한승혁,KIA,0,10,H,2,0,0,0,17,1,0,4,4,2012
20120320006,오준형,KIA,0,10,H,0,0,0,0,24,1,0,4,4,2012
20120320006,진해수,KIA,0,10,H,1,1,0,0,13,0,0,2,3,2012
20120320006,앤서니,KIA,0,10,L,0,0,0,0,14,1,0,4,4,2012
20120320005,주키치,LG,1,50,L,3,2,0,0,70,1,0,15,17,2012
20120320005,신재웅,LG,0,10,L,0,1,1,0,26,1,0,2,5,2012
20120320005,류택현,LG,0,10,L,1,1,0,0,15,0,0,3,4,2012
20120320005,봉중근,LG,0,10,L,0,0,0,0,5,0,0,3,3,2012
20120320005,이상열,LG,0,10,L,2,1,0,0,26,2,0,5,6,2012
20120320005,최성훈,LG,0,10,L,0,0,0,0,7,0,0,3,3,2012
20120320003,장원삼,삼성,1,50,L,1,0,2,2,64,5,0,19,20,2012
20120320003,이우선,삼성,0,10,L,1,1,5,4,37,5,0,9,10,2012
20120320003,권오준,삼성,0,10,L,0,0,2,2,31,3,0,6,6,2012
20120320003,김효남,삼성,0,10,L,1,1,0,0,24,2,0,5,6,2012
20120320002,사도스키,롯데,1,42,W,1,0,2,2,58,6,0,18,18,2012
20120320002,박건우,롯데,0,01,L,0,0,0,0,3,0,0,1,1,2012
20120320002,송승준,롯데,0,30,H,3,2,0,0,46,1,0,10,12,2012
20120320002,이경우,롯데,0,10,L,2,0,0,0,18,1,0,4,4,2012
20120321006,라미레즈,KIA,1,21,L,0,2,4,4,66,7,0,14,16,2012
20120321006,김건한,KIA,0,02,L,2,0,0,0,6,0,0,2,2,2012
20120321006,박지훈,KIA,0,01,L,0,3,3,3,18,0,0,0,4,2012
20120321006,홍건희,KIA,0,12,L,2,2,3,3,48,4,1,8,11,2012
20120321006,이정훈,KIA,0,10,L,2,0,0,0,16,0,0,3,3,2012
20120321006,고우석,KIA,0,10,L,0,1,0,0,14,0,0,3,4,2012
20120321006,유동훈,KIA,0,10,L,2,0,0,0,13,1,0,4,4,2012
20120321005,이대진,LG,1,20,L,1,1,4,4,54,6,0,11,12,2012
20120321005,이동현,LG,0,10,L,1,2,0,0,19,1,0,3,5,2012
20120321005,최성훈,LG,0,10,L,1,0,0,0,7,0,0,3,3,2012
20120321005,유원상,LG,0,20,L,2,0,0,0,26,1,0,7,7,2012
20120321005,우규민,LG,0,12,L,0,0,2,2,27,4,0,8,8,2012
20120321005,리즈,LG,0,11,L,0,1,0,0,19,0,0,4,5,2012
20120321005,김기표,LG,0,10,L,2,1,0,0,19,1,0,3,5,2012
20120321003,차우찬,삼성,1,50,L,3,2,1,1,86,4,0,19,21,2012
20120321003,박근홍,삼성,0,10,H,0,1,0,0,15,2,0,3,4,2012
20120321003,오승환,삼성,0,10,L,1,0,3,3,24,3,1,5,6,2012
20120321003,정현욱,삼성,0,10,L,0,1,0,0,15,1,0,2,3,2012
20120321002,유먼,롯데,1,40,L,5,0,0,0,62,4,0,16,16,2012
20120321002,박시영,롯데,0,10,L,1,0,0,0,11,1,0,3,3,2012
20120321002,이승호,롯데,0,12,L,1,0,5,5,48,8,1,13,13,2012
20120321002,김성배,롯데,0,02,L,0,0,1,1,18,2,1,4,4,2012
20120321002,김사율,롯데,0,10,L,1,0,1,1,15,2,0,5,5,2012
20120322003,탈보트,삼성,1,60,L,5,2,2,2,79,5,0,20,23,2012
20120322003,권혁,삼성,0,10,L,0,0,0,0,6,0,0,3,3,2012
20120322003,안지만,삼성,0,10,L,1,0,0,0,11,1,0,3,3,2012
20120322003,임진우,삼성,0,02,L,0,0,1,1,14,1,1,3,3,2012
20120322007,마리오,SK,1,50,L,2,1,1,1,68,5,0,19,20,2012
20120322007,최원재,SK,0,00,L,0,1,2,2,15,4,0,4,5,2012
20120322007,정우람,SK,0,10,L,1,0,0,0,12,0,0,3,3,2012
